snapshots,Customer_1 (kW),Customer_2 (kW),Customer_3 (kW),Customer_4 (kW),Customer_5 (kW),Customer_6 (kW),Customer_7 (kW),Customer_8 (kW),Customer_9 (kW),Customer_10 (kW),Customer_11 (kW),Customer_12 (kW),Customer_13 (kW),Customer_14 (kW),Customer_15 (kW),Customer_16 (kW),Customer_17 (kW),Customer_18 (kW),Customer_19 (kW),Customer_20 (kW),Customer_21 (kW),Customer_22 (kW),Customer_23 (kW),Customer_24 (kW),Customer_25 (kW),Customer_26 (kW),Customer_27 (kW),Customer_28 (kW),Customer_29 (kW),Customer_30 (kW),Customer_31 (kW),Customer_32 (kW),Customer_33 (kW),Customer_34 (kW),Customer_35 (kW),Customer_36 (kW),Customer_37 (kW),Customer_38 (kW),Customer_39 (kW),Customer_40 (kW),Customer_41 (kW),Customer_42 (kW),Customer_43 (kW),Customer_44 (kW),Customer_45 (kW),Customer_46 (kW),Customer_47 (kW),Customer_48 (kW),Customer_49 (kW),Customer_50 (kW),Customer_51 (kW),Customer_52 (kW),Customer_53 (kW),Customer_54 (kW),Customer_55 (kW),Customer_56 (kW),Customer_57 (kW),Customer_58 (kW),Customer_59 (kW),Customer_60 (kW),Customer_61 (kW),Customer_62 (kW),Customer_63 (kW),Customer_64 (kW),Customer_65 (kW),Customer_66 (kW),Customer_67 (kW),Customer_68 (kW),Customer_69 (kW),Customer_70 (kW),Customer_71 (kW),Customer_72 (kW),Customer_73 (kW),Customer_74 (kW),Customer_75 (kW),Customer_76 (kW),Customer_77 (kW),Customer_78 (kW),Customer_79 (kW),Customer_80 (kW),Customer_81 (kW),Customer_82 (kW),Customer_83 (kW),Customer_84 (kW),Customer_85 (kW),Customer_86 (kW),Customer_87 (kW),Customer_88 (kW),Customer_89 (kW),Customer_90 (kW),Customer_91 (kW),Customer_92 (kW),Customer_93 (kW),Customer_94 (kW),Customer_95 (kW)
2025-01-01 00:00:00,3.146788003,0.054771887,0.265479557,3.2402515,0.19041975,0.063913334,0.05598811126,0.6851449000000001,0.071360778,0.168446776,5.8371200000000005,0.16934744,0.21350092,3.3876897,3.5109993,0.0979444429999999,0.058395889,0.61363824,11.32891113,0.061398443,0.7674248,5.691383,0.36064487,0.064822671,2.5429934,0.1063032149999999,3.6145032,11.039042997,0.1699132599999999,1.064112666,10.813624886,1.0641395,3.62825632,1.0977833,0.052799001,4.391465,2.09996754,0.8030641500000001,3.3020606800000003,0.2463583999999999,0.90814246,0.064711556,0.061505004,0.239687555,0.064585779,0.13641311,0.05527911,0.108191994,0.064558668,0.062568887,3.6766594,0.062928556,10.35835666,0.0582814455,0.6310174,1.9262795,0.065456778,0.15738654,0.065794667,0.15104212,0.30173509,0.48210062,0.89112506,0.066456554,0.957692776,0.058685665,0.061183224,10.76761126,3.660988001,10.659290668,10.762143774999998,0.066422333,5.754969,0.21874901,0.0565408899999999,1.6756973,0.061220333,0.0562316675,2.1477563,4.234680000000001,0.24706946,0.8356678000000001,0.073482779,0.4549561199999999,1.5616685,0.1462527539999999,1.7269668,0.056689669,0.9479604,1.7857579,0.062942999,-0.044651993,4.605057599999999,0.062950556,0.5734314000000001
2025-01-01 00:15:00,1.7465264435,0.054656777,0.7779606,0.238014221,0.19107713,0.063862667,0.0559864446,1.2045297,0.071420003,0.068408113,1.4067351,0.25137556,0.2128983299999999,4.629873,4.4044707,0.373929002,0.058454668,0.9077911,4.0958912000000005,0.0613938869999999,0.76719727,2.674737,0.096425003,0.064792557,2.0980168,0.10500789,6.2179946,11.419052666,0.171155304,0.163859779,11.51830115,0.070343446,3.62835196,1.2691659999999998,0.170821555,2.1204604,0.93258707,0.8639499,1.50277733,0.2470644699999999,0.91205963,0.435740224,0.061560109,0.139671112,0.064552001,0.39881853,0.0552675559999999,0.9451433,0.266531446,0.062594222,3.9764702,0.50142355,4.359114334,0.058317332,0.117807552,6.050377,0.243462556,2.0289055,0.065833222,0.15129222,0.30222173,2.2574768,0.275774094,0.066450997,0.45771022,0.058725779,0.167093999,5.467171104,3.661005891,6.305809895,10.76217622,0.066376334,0.7555058000000001,8.474244,0.0565207759999999,0.8382494500000001,0.061267335,0.0559267779999999,0.10008045,0.0574967785,0.2072219999999999,1.0376605,0.073580779,0.216070891,1.7713031,0.146532,0.086735893,0.36508832,0.9504416,5.047201,0.063005113,0.1295765579999999,4.071174299999999,0.063005445,0.122699875
2025-01-01 00:30:00,0.946440555,0.054794999,0.4677438399999999,2.7298499,0.39083055,0.06389422,0.0559838893,0.70348334,0.293398113,0.068386445,0.059706112,0.6318592300000001,0.21228903,3.9538823,5.9794575000000005,0.473979554,0.058531998,0.99721796,1.90917334,0.061459889,0.7686192000000001,1.2584113,0.136469335,0.276804891,0.075053442,0.10403612,0.2033720899999999,11.039062557,1.9744172,0.0637637809999999,10.814244896,0.070344891,3.8214641,1.5529559999999998,0.052837999,9.916829,0.3568976659999999,0.87780524,0.80268056,0.24214223,0.9151425,0.064751998,0.061436112,0.039666442,0.064488554,0.65528497,0.0549495535,0.107901127,0.266671778,0.062596335,4.6168125,0.61720966,2.1726784400000003,0.058316001,0.7527063,0.1416923139999999,0.268422666,1.9239382,0.065843333,0.151458565,0.43229152,1.0693789,0.27859636,0.251403446,0.257717112,0.058741109,0.414123222,2.5675090000000003,3.661060556,5.4076841,10.762178887,0.066290442,3.9267646,0.21870709,0.249897224,3.0319392,0.061236886,0.0558537769999999,0.55240833,0.057563334,0.11632511,1.186781,0.073510112,0.49343668,1.88928,0.14652921,1.6987057,1.05201276,0.95317084,0.14265466,0.063000999,0.27384278,3.97430374,0.2219934429999999,0.122706345
2025-01-01 00:45:00,0.5464192210000001,0.208887889,0.24549532,3.0749243,0.19081224,4.718939,0.05598855585,1.0870631,0.07127611,0.068396999,0.059738552,0.82000968,0.21255177,3.870674,2.9183765,0.740151444,0.143446667,1.00059607,1.1672152,0.18145011,0.3492414,5.6847593,0.3985812,0.179808888,4.446238,1.2783983,6.1772725,11.03906,2.5542612,0.063782001,10.813487114,1.1757602500000002,3.73823134,0.64117,0.0528630009999999,0.065822332,0.4750136999999999,0.88849347,0.40286732,0.24302654,0.91651294,0.064764221,0.061552223,0.143700666,0.064497664,0.53993724,0.0549713335,0.7027882700000001,0.50727975,0.062602666,3.3986487000000003,2.1772551,1.44052747,0.229333002,0.23723211,0.14122276,0.065450779,0.330253223,0.2158115599999999,0.15137223,0.3026101399999999,0.1231761,0.12836023,0.251360445,0.157712668,0.246768775,0.6104138,1.2677801,5.4656641,4.08264914,10.762192333,0.195233223,3.772927,7.7220127,2.02227,0.19510376,0.061177445,0.0558686679999999,0.5710735,0.057543776,0.11627078,0.8644436600000001,0.073601223,0.0660377779999999,0.379658676,0.147129555,0.099540306,0.056559112,0.9518725,5.0940728,0.063038,0.610920568,4.9484395,0.0629795569999999,0.12242233
2025-01-01 01:00:00,0.502436,0.208887222,0.95791144,0.177128112,0.19116608,4.093639199999999,0.20998566675,1.2180261,0.0713174479999999,0.0683765545,0.059651776,0.458071335,0.2128575099999999,3.3392220000000004,5.8220054,0.063210333,0.058545003,1.7100217,0.98025024,0.0614215559999999,0.3804922,0.31294278,0.166516112,0.179833887,0.4211411,2.2660317,1.6084001,11.25307333,0.2006883,0.063814558,11.461505,0.41359607,3.62817801,0.81905347,0.0528702229999999,0.1547434435,0.056891335,0.8962406,0.30314232,0.58944109,0.9201304,0.064765669,0.061519333,0.039595556,0.228502335,0.75617694,0.242972223,0.34004312,0.163616337,0.320548777,3.535717,1.3608499,1.0408099999999998,0.229361445,0.6946784,0.40818199,0.065499888,0.115270546,0.065770223,0.15106155,0.30218918,0.1236682359999999,0.45765405,0.066314776,0.0576900015,0.176767777,0.41840726,0.7893435440000001,3.661035112,0.766663113,10.762186111999998,0.240308109,1.2750272,0.2189004,0.9724519,2.7831277,0.061143223,0.26486678,0.59735547,1.3493899,0.116101555,1.2890975,0.073771225,0.26343034,0.29660746,1.3167051,1.2073646000000002,0.05648589,0.95247455,0.216378996,0.170031892,0.065011703,3.580829996,0.062939221,0.1222283399999999
2025-01-01 01:15:00,0.262476335,0.0548199989999999,0.089703335,3.079875,0.19140231,0.0639735565,0.20998622227,2.5732786,0.0713585549999999,0.068399221,0.198601777,0.219054115,0.2136477999999999,4.0982417,1.8691587,0.180174335,0.2596114435,1.3337754,0.8863260500000001,0.0614317759999999,0.802235,3.4047625,0.247445999,0.064862776,0.2648853359999999,0.5415511000000001,5.485523000000001,11.039075002,0.169425545,0.26982811,10.815302773,0.251176221,3.62836299,1.2455808,0.170875335,5.19945,0.088265327,0.6612618,0.20349467,0.24346678,1.03100446,0.064778446,0.2515219979999999,0.23860811,0.064513225,0.36024943,0.243000335,0.5669167,0.064624221,0.320547112,2.9781934,0.062958999,0.9237788,0.058352556,0.259348,1.5601771000000002,0.243447109,1.2084401,0.065789669,0.1570329,0.30262833,0.12412801,0.26340212,0.066327444,0.259730336,0.224805668,0.12299627,0.36730076,3.831019336,1.8591813,10.462208221,0.066248555,5.415261000000001,8.733344999999998,0.0565113325,4.020595200000001,0.061158669,0.264861222,0.61281622,3.5611848,0.116178215,2.6883093,0.279523888,0.2988378,0.09179023,0.36027833,0.90786035,0.056522446,0.94828534,4.9490044,0.063044446,-0.0987889675,4.9737059,0.062935334,0.31751377
2025-01-01 01:30:00,0.146465779,0.403916442,1.02739435,3.2434084,1.1703689,0.2959903344999999,0.0559786668,0.0688931119999999,0.245320445,0.180406,0.059581333,0.21904425,0.21340404,4.088598,5.847372999999999,0.063060555,0.259567999,3.1769998,0.9120462,0.0614491089999999,0.87016077,4.473777,0.2474041149999999,0.064867999,4.4912734,0.10469944,4.8133975,11.039075776,1.7988699,0.063863779,10.813869774,0.373979,3.62822333,1.565855,0.052876776,0.065882553,0.3412291,1.0731345,0.20265222,0.2434076,1.2563632999999998,0.064801003,0.251521445,0.039620555,0.064529445,0.84580484,0.16202989,0.7024039000000001,0.62075543,0.062561778,3.5684294000000003,0.063000889,0.50666364,0.058353557,0.85850122,6.300669,0.243340333,0.115369667,0.065820001,0.97259906,0.43277185,0.6905737000000001,0.76667084,0.066388001,0.259767445,0.058815554,0.061090111,0.26744863,3.835008892,3.1016696999999995,2.362230221,0.066230444,5.775777000000001,0.84474664,0.2385395565,4.686055,0.382195775,0.055858222,0.22377477,0.057517334,0.11619199,2.459522,0.279475221,0.2666479989999999,0.09186,0.2462741399999999,0.50797852,0.2494479989999999,0.9474661,0.26919221,0.063073666,0.0344680159999999,3.35678976,0.0629286689999999,0.3988447899999999
2025-01-01 01:45:00,0.046461775,0.352151667,0.09238444,3.8627302,0.7014564,0.29604178,0.0559816668,1.2564888,0.07125311,0.068417441,0.059630108,0.273252,0.21366766,2.8024526,1.414683,0.194065332,0.058574998,0.8426328000000001,0.732253,0.278469002,1.0789338000000002,0.066396442,0.3680422699999999,0.276874891,0.075485777,0.10454888,1.5396862,11.039100112,2.4862312,0.063921442,11.31670636,0.54850946,3.8212832,1.7668947000000002,0.0528702219999999,5.237628399999999,0.056887554,0.75255536,0.2029226499999999,0.2436803899999999,1.11313715,0.170788779,0.06153711,0.039657447,0.064549888,0.68461105,0.0550160019999999,0.35905412,0.278433441,0.062589219,2.7014136,0.45671588,0.98572546,0.058380776,0.83273102,0.14162569,0.268348001,0.122064,0.065819443,0.33692833,0.30340034,0.12361736,0.48878413,0.251430223,0.173766776,0.2467725559999999,1.7730887,0.28953423,3.835061778,1.1029188,0.5622141100000001,0.1952766689999999,1.0871936,6.859181,0.238522555,0.066754891,0.176191111,0.055869663,0.058778333,0.057485555,0.11631788,0.9614771,0.073446333,0.50080273,0.090904564,0.14787179,1.4840432,0.249376886,0.9477944,3.9979468,0.062800222,-0.1202706549999999,1.0809104,0.232902668,0.50355078
2025-01-01 02:00:00,0.046506555,0.1521384439999999,0.7989842,6.095104000000001,0.19108878,0.0640761099999999,0.0559771112,0.77788873,0.071229447,0.068392778,0.059695776,0.43918955,0.2142812,4.390376,5.8215693,0.194257778,0.058536444,1.1880338999999998,0.8836917,0.061464999,0.8946285,5.570794,0.066426668,0.179862886,1.749299,0.104286674,6.3114673,9.139096223,0.90646155,0.063941445,11.01447906,0.65635617,3.738406105,0.55780347,0.0528463334999999,2.2709485000000003,0.3666705,0.7500615,0.2022451,0.3756114299999999,0.9247368,0.064793669,0.061618777,0.143621557,0.228576111,0.5946960299999999,0.055043111,0.9466713,0.064613111,0.0626309989999999,3.8217722,0.2313701,0.8839149000000001,0.058393,0.24009863,0.1421626799999999,0.06539278,1.2788859,0.215868554,0.158966225,0.3035018499999999,0.20729045,0.28111882,0.251448667,0.057777779,0.176811002,2.168613,0.52855201,1.95909289,0.080250664,0.358215887,0.195354999,4.0901128,0.3127158,0.056507445,0.066830001,0.061240556,0.056194332,0.058795113,0.057458885,0.116245895,0.90833542,0.073269555,0.066116776,0.0915003359999999,0.148813896,0.20502923,0.0661217769999999,0.9520354,1.1680625,0.062801,-0.131075404,1.3656422999999998,0.177925888,0.12246345
2025-01-01 02:15:00,0.0465373335,0.054944554,0.8566745,1.2366349,0.19068657,0.064107334,0.2099818892,1.1291189,0.293271336,0.068407557,0.198689552,0.87112057,0.21412491,2.8641792,3.3726409,0.063243551,0.058628557,0.971537,0.888048,0.061474557,0.85174817,3.1326875,0.066510332,0.064892337,3.3668752,0.104333,0.90709924,0.653131223,0.17003035,0.063906446,10.814564323,0.83707336,3.62851666,0.9005707000000001,0.225823001,2.9047634,0.05695311,0.5158232,0.20238193,0.37571959,0.92445514,0.064808893,0.061560331,0.039618778,0.228593779,0.37856302,0.243064779,0.107876,0.064709666,0.2166178919999999,2.2272432,1.00247656,0.8943457600000001,0.2293927765,0.1177835459999999,0.28685766,0.0654246659999999,0.11548467,0.065813889,0.15221035,0.30387181,0.70866547,0.5923301,0.06646011,0.057762109,0.058748334,0.234056889,0.38672071,6.434601600000001,1.7908104,0.0622263329999999,0.0663496685,1.203115,8.828446,0.056553888,0.278589335,0.061157557,0.265227445,0.05866511,3.7060066,0.116250435,0.9585231,0.073372111,0.52325784,0.296537106,1.3133704,2.0723589,1.2051228,0.9512349,3.2515725000000004,0.06284667,-0.141860946,0.087889664,0.062922336,0.12280212
